model1,averagetime1,model2,averagetime2,model3,averagetime3
resnet50,0.018560929,resnet50,0.018565183,vgg11,0.011574029
resnet50,0.019368387,resnet50,0.019487373,vgg16,0.012285218
resnet50,0.019448005,resnet50,0.01994711,vgg19,0.012960899
resnet50,0.019315037,resnet50,0.019270984,densenet121,0.033187614
resnet50,0.019348163,resnet50,0.019519206,densenet169,0.043279577
resnet50,0.019332347,resnet50,0.019322924,densenet201,0.049259502
resnet50,0.019220256,resnet152,0.037839802,resnet152,0.037917873
resnet50,0.018607155,resnet152,0.035803418,vgg11,0.011232169
resnet50,0.018864785,resnet152,0.036957891,vgg16,0.01214158
resnet50,0.017858241,resnet152,0.035320686,vgg19,0.012424758
resnet50,0.018986826,resnet152,0.036586504,densenet121,0.032130685
resnet50,0.019040277,resnet152,0.036316105,densenet169,0.041619148
resnet50,0.019041206,resnet152,0.037826761,densenet201,0.047499854
resnet50,0.01852008,vgg11,0.01148324,vgg11,0.011338022
resnet50,0.017852932,vgg11,0.010843569,vgg16,0.011321517
resnet50,0.018430988,vgg11,0.011363018,vgg19,0.012113832
resnet50,0.018590336,vgg11,0.0113408,densenet121,0.03208508
resnet50,0.018295472,vgg11,0.011543974,densenet169,0.040690898
resnet50,0.0187408,vgg11,0.011385425,densenet201,0.047736925
resnet50,0.018540403,vgg16,0.011979375,vgg16,0.011961041
resnet50,0.018584862,vgg16,0.012043818,vgg19,0.012206268
resnet50,0.018462934,vgg16,0.011965632,densenet121,0.032148811
resnet50,0.019100758,vgg16,0.011977484,densenet169,0.040841935
resnet50,0.017802506,vgg16,0.011382269,densenet201,0.047040132
resnet50,0.017565926,vgg19,0.011955038,vgg19,0.011719463
resnet50,0.018460588,vgg19,0.012201735,densenet121,0.032973062
resnet50,0.018596659,vgg19,0.012215594,densenet169,0.041121128
resnet50,0.01841811,vgg19,0.012132628,densenet201,0.047033441
resnet50,0.018816232,densenet121,0.032163883,densenet121,0.031746847
resnet50,0.018690843,densenet121,0.031766657,densenet169,0.039544487
resnet50,0.018762756,densenet121,0.032363968,densenet201,0.047630949
resnet50,0.018885697,densenet169,0.041192674,densenet169,0.040626815
resnet50,0.018545011,densenet169,0.041494999,densenet201,0.046346163
resnet50,0.01875622,densenet201,0.047168119,densenet201,0.046882806
resnet152,0.035464722,resnet152,0.035767488,resnet152,0.035400173
resnet152,0.035528768,resnet152,0.035521353,vgg11,0.011367503
resnet152,0.034680206,resnet152,0.03487716,vgg16,0.011533063
resnet152,0.034516641,resnet152,0.034869569,vgg19,0.011708519
resnet152,0.036640173,resnet152,0.035655927,densenet121,0.031808828
resnet152,0.034154554,resnet152,0.033947128,densenet169,0.041118507
resnet152,0.035884787,resnet152,0.035782476,densenet201,0.045494732
resnet152,0.034695707,vgg11,0.011022499,vgg11,0.011018397
resnet152,0.0349317,vgg11,0.010873105,vgg16,0.011419045
resnet152,0.034565723,vgg11,0.010950657,vgg19,0.011280493
resnet152,0.032222392,vgg11,0.010990793,densenet121,0.030166731
resnet152,0.03239326,vgg11,0.010379807,densenet169,0.040702485
resnet152,0.03418522,vgg11,0.011030588,densenet201,0.046111554
resnet152,0.035628184,vgg16,0.011507615,vgg16,0.011501494
resnet152,0.041629072,vgg16,0.011793836,vgg19,0.012294413
resnet152,0.035949656,vgg16,0.011549575,densenet121,0.031058698
resnet152,0.035029388,vgg16,0.011521181,densenet169,0.040514306
resnet152,0.03456267,vgg16,0.011538315,densenet201,0.046174439
resnet152,0.043115538,vgg19,0.012309599,vgg19,0.012293204
resnet152,0.033670083,vgg19,0.011807709,densenet121,0.030680531
resnet152,0.034842839,vgg19,0.011832792,densenet169,0.039734523
resnet152,0.035539005,vgg19,0.011848158,densenet201,0.046436756
resnet152,0.035893185,densenet121,0.03137261,densenet121,0.030645685
resnet152,0.035545625,densenet121,0.033312046,densenet169,0.039275748
resnet152,0.03292035,densenet121,0.031803439,densenet201,0.044797003
resnet152,0.033007324,densenet169,0.038724159,densenet169,0.040537382
resnet152,0.033773381,densenet169,0.039962753,densenet201,0.043993539
resnet152,0.033098188,densenet201,0.047436401,densenet201,0.04869807
vgg11,0.010890224,vgg11,0.010833651,vgg11,0.010861624
vgg11,0.010266861,vgg11,0.010643373,vgg16,0.011066813
vgg11,0.010867605,vgg11,0.010907327,vgg19,0.011720357
vgg11,0.010828848,vgg11,0.010952774,densenet121,0.032669497
vgg11,0.010770827,vgg11,0.010759864,densenet169,0.040174431
vgg11,0.010767489,vgg11,0.010747099,densenet201,0.045790767
vgg11,0.010880111,vgg16,0.011386832,vgg16,0.011325008
vgg11,0.010264976,vgg16,0.012383288,vgg19,0.014491922
vgg11,0.010815724,vgg16,0.011339764,densenet121,0.03075517
vgg11,0.010795712,vgg16,0.011558426,densenet169,0.039594461
vgg11,0.010754867,vgg16,0.011418776,densenet201,0.046365034
vgg11,0.011128127,vgg19,0.013844912,vgg19,0.013836263
vgg11,0.010836833,vgg19,0.011673232,densenet121,0.030780353
vgg11,0.010768127,vgg19,0.011558374,densenet169,0.039438177
vgg11,0.01084883,vgg19,0.011604475,densenet201,0.046517373
vgg11,0.010739226,densenet121,0.030057031,densenet121,0.030303332
vgg11,0.010798827,densenet121,0.030323263,densenet169,0.040222054
vgg11,0.010798571,densenet121,0.030630184,densenet201,0.046341432
vgg11,0.01075507,densenet169,0.039847936,densenet169,0.039819964
vgg11,0.010870499,densenet169,0.039820396,densenet201,0.045309921
vgg11,0.010759567,densenet201,0.046766995,densenet201,0.045732406
vgg16,0.011503659,vgg16,0.011377996,vgg16,0.011374834
vgg16,0.013060093,vgg16,0.013039927,vgg19,0.015390182
vgg16,0.011370524,vgg16,0.011379495,densenet121,0.031729974
vgg16,0.011353245,vgg16,0.011370716,densenet169,0.040174344
vgg16,0.011285465,vgg16,0.011320891,densenet201,0.045769316
vgg16,0.013590914,vgg19,0.015982807,vgg19,0.015975655
vgg16,0.011301877,vgg19,0.011782749,densenet121,0.03153202
vgg16,0.011434815,vgg19,0.011885891,densenet169,0.042205504
vgg16,0.011284724,vgg19,0.011707112,densenet201,0.046241798
vgg16,0.011332622,densenet121,0.030859819,densenet121,0.030593283
vgg16,0.011310668,densenet121,0.030163551,densenet169,0.039138559
vgg16,0.01125683,densenet121,0.030497855,densenet201,0.044863577
vgg16,0.011210974,densenet169,0.039752056,densenet169,0.039417642
vgg16,0.011283506,densenet169,0.039657011,densenet201,0.045362809
vgg16,0.011292694,densenet201,0.045532822,densenet201,0.04557956
vgg19,0.015839985,vgg19,0.015705671,vgg19,0.015710471
vgg19,0.01200477,vgg19,0.011956947,densenet121,0.032703993
vgg19,0.01157854,vgg19,0.012159003,densenet169,0.040139239
vgg19,0.012004018,vgg19,0.011703418,densenet201,0.046591968
vgg19,0.011636054,densenet121,0.031693486,densenet121,0.030840596
vgg19,0.011627187,densenet121,0.030249821,densenet169,0.03862457
vgg19,0.010900991,densenet121,0.030422464,densenet201,0.043152076
vgg19,0.011593215,densenet169,0.040060824,densenet169,0.04000207
vgg19,0.01154773,densenet169,0.03930127,densenet201,0.045990263
vgg19,0.011597106,densenet201,0.045547428,densenet201,0.051118382
densenet121,0.031059169,densenet121,0.0307062,densenet121,0.03072979
densenet121,0.030446868,densenet121,0.031023465,densenet169,0.039559306
densenet121,0.030876589,densenet121,0.035084901,densenet201,0.046667542
densenet121,0.030139506,densenet169,0.039469238,densenet169,0.038881612
densenet121,0.034982336,densenet169,0.039445463,densenet201,0.045482622
densenet121,0.030437134,densenet201,0.045409774,densenet201,0.045453416
densenet169,0.039695845,densenet169,0.039422954,densenet169,0.040008103
densenet169,0.038689413,densenet169,0.039465773,densenet201,0.04504285
densenet169,0.038916616,densenet201,0.047057769,densenet201,0.045866671
densenet201,0.045487427,densenet201,0.046861566,densenet201,0.045681317
yolov8n,0.056689153,yolov8n,0.056815495,llama3,21.15914813
yolov8n,0.060004061,yolov8n,0.059708283,qwen2.5,10.62868894
yolov8n,0.060794813,yolov8n,0.061011747,glm4,22.94300413
yolov8n,0.064214343,yolov8x,0.095089451,llama3,36.94285965
yolov8n,0.063603703,yolov8x,0.094567635,qwen2.5,20.46525727
yolov8n,0.06488307,yolov8x,0.098184022,glm4,29.76807972
yolov8n,0.060478469,yolov8m,0.071791412,llama3,25.57239628
yolov8n,0.061510139,yolov8m,0.072710886,qwen2.5,10.90611664
yolov8n,0.06217098,yolov8m,0.072051286,glm4,23.93362849
yolov8n,0.063283537,resnet18,0.013806871,llama3,23.16639052
yolov8n,0.064658711,resnet18,0.013889827,qwen2.5,13.23410302
yolov8n,0.065218095,resnet18,0.013934697,glm4,24.8026026
yolov8n,0.061301213,resnet50,0.018228536,llama3,30.25786567
yolov8n,0.063893696,resnet50,0.019249981,qwen2.5,10.83429811
yolov8n,0.06341002,resnet50,0.019575298,glm4,24.69493369
yolov8n,0.063609919,resnet152,0.034245079,llama3,29.59447523
yolov8n,0.062004051,resnet152,0.034667788,qwen2.5,10.4256006
yolov8n,0.062573415,resnet152,0.034218453,glm4,29.45782983
yolov8n,0.065428723,vgg11,0.011038769,llama3,29.38857416
yolov8n,0.066996987,vgg11,0.011077122,qwen2.5,22.11499947
yolov8n,0.066968336,vgg11,0.010964723,glm4,33.48628621
yolov8n,0.068810057,vgg16,0.011668267,llama3,41.66849571
yolov8n,0.071461626,vgg16,0.011489944,qwen2.5,25.91210897
yolov8n,0.06912071,vgg16,0.011528733,glm4,36.50619164
yolov8n,0.07157475,vgg19,0.012040506,llama3,45.85324985
yolov8n,0.072417862,vgg19,0.011902154,qwen2.5,30.2171907
yolov8n,0.069397414,vgg19,0.011795586,glm4,38.4773494
yolov8n,0.059571957,densenet121,0.031099832,llama3,23.34342892
yolov8n,0.060961199,densenet121,0.0314483,qwen2.5,10.25370255
yolov8n,0.060749339,densenet121,0.030194497,glm4,23.4589496
yolov8n,0.058812797,densenet169,0.038893612,llama3,22.33001454
yolov8n,0.061579008,densenet169,0.040056493,qwen2.5,10.30808913
yolov8n,0.061141985,densenet169,0.040555702,glm4,22.72958258
yolov8n,0.058497443,densenet201,0.045519625,llama3,24.44177096
yolov8n,0.061672084,densenet201,0.043710463,qwen2.5,10.76086796
yolov8n,0.060636804,densenet201,0.044359453,glm4,22.83786225
yolov8x,0.104817441,yolov8x,0.105229911,llama3,42.94703668
yolov8x,0.109124099,yolov8x,0.109181038,qwen2.5,22.42161125
yolov8x,0.106301198,yolov8x,0.105509095,glm4,34.7577673
yolov8x,0.092440882,yolov8m,0.078023383,llama3,32.16181097
yolov8x,0.099877256,yolov8m,0.07997911,qwen2.5,23.14005572
yolov8x,0.09947837,yolov8m,0.079332226,glm4,30.52495136
yolov8x,0.097324242,resnet18,0.013750294,llama3,32.30970135
yolov8x,0.098759214,resnet18,0.014191053,qwen2.5,21.64465156
yolov8x,0.100405042,resnet18,0.013400274,glm4,30.55746881
yolov8x,0.098950473,resnet50,0.018954134,llama3,33.9841578
yolov8x,0.10474239,resnet50,0.019071168,qwen2.5,23.18844351
yolov8x,0.098649141,resnet50,0.018068718,glm4,32.10205593
yolov8x,0.102492285,resnet152,0.03819625,llama3,36.63072472
yolov8x,0.103159106,resnet152,0.038547394,qwen2.5,23.16462034
yolov8x,0.103632036,resnet152,0.037052511,glm4,34.86227345
yolov8x,0.114746185,vgg11,0.010967179,llama3,43.56950581
yolov8x,0.116820065,vgg11,0.010370955,qwen2.5,30.58178171
yolov8x,0.118159098,vgg11,0.01031454,glm4,40.88073134
yolov8x,0.12768752,vgg16,0.011812066,llama3,44.19650793
yolov8x,0.126302146,vgg16,0.011612309,qwen2.5,40.29910398
yolov8x,0.124125658,vgg16,0.011500408,glm4,45.73584539
yolov8x,0.127477098,vgg19,0.013153651,llama3,50.34917943
yolov8x,0.126242048,vgg19,0.012963975,qwen2.5,35.30007792
yolov8x,0.12464461,vgg19,0.01305228,glm4,46.20185959
yolov8x,0.088365503,densenet121,0.031894707,llama3,31.32704754
yolov8x,0.09230697,densenet121,0.030429594,qwen2.5,20.42992987
yolov8x,0.094219059,densenet121,0.031689373,glm4,29.87284545
yolov8x,0.090333376,densenet169,0.040672311,llama3,30.87761112
yolov8x,0.096283818,densenet169,0.041794862,qwen2.5,22.14987013
yolov8x,0.095706545,densenet169,0.04183506,glm4,28.89164809
yolov8x,0.094264793,densenet201,0.048215857,llama3,34.25552649
yolov8x,0.094279079,densenet201,0.048434102,qwen2.5,22.80696097
yolov8x,0.092862138,densenet201,0.047831499,glm4,29.00016963
yolov8m,0.074392193,yolov8m,0.074826562,llama3,29.03678727
yolov8m,0.078321137,yolov8m,0.077681432,qwen2.5,19.57458692
yolov8m,0.075827967,yolov8m,0.075181179,glm4,25.24375527
yolov8m,0.076075261,resnet18,0.012738641,llama3,29.97903881
yolov8m,0.077286588,resnet18,0.013996807,qwen2.5,13.17113767
yolov8m,0.071782714,resnet18,0.013687623,glm4,24.46390993
yolov8m,0.07404345,resnet50,0.017994165,llama3,30.07710135
yolov8m,0.075208707,resnet50,0.017911739,qwen2.5,18.41928601
yolov8m,0.072524646,resnet50,0.018072254,glm4,23.72553246
yolov8m,0.075644401,resnet152,0.035336474,llama3,30.39422917
yolov8m,0.077474551,resnet152,0.034438975,qwen2.5,20.44008001
yolov8m,0.079778404,resnet152,0.035662986,glm4,29.06953967
yolov8m,0.083317861,vgg11,0.010390278,llama3,40.78554046
yolov8m,0.086171144,vgg11,0.010939334,qwen2.5,25.69500576
yolov8m,0.080958015,vgg11,0.010719624,glm4,33.88428349
yolov8m,0.092928905,vgg16,0.01092809,llama3,45.48451811
yolov8m,0.093630494,vgg16,0.010670324,qwen2.5,30.82333676
yolov8m,0.089733237,vgg16,0.011125571,glm4,39.68709725
yolov8m,0.091043497,vgg19,0.01235216,llama3,44.67724776
yolov8m,0.090070393,vgg19,0.011975265,qwen2.5,26.41922579
yolov8m,0.092584011,vgg19,0.012353035,glm4,43.39908481
yolov8m,0.071807685,densenet121,0.03162405,llama3,26.25978749
yolov8m,0.072961272,densenet121,0.031373232,qwen2.5,11.57268763
yolov8m,0.071501513,densenet121,0.029774859,glm4,25.30221687
yolov8m,0.072624392,densenet169,0.040439483,llama3,29.66591058
yolov8m,0.072846458,densenet169,0.040423138,qwen2.5,10.531978
yolov8m,0.072681312,densenet169,0.03863567,glm4,25.3130312
yolov8m,0.071834859,densenet201,0.046623695,llama3,25.99737041
yolov8m,0.074450928,densenet201,0.043654043,qwen2.5,18.5649287
yolov8m,0.071448185,densenet201,0.047324034,glm4,24.79113204
resnet18,0.014107755,resnet18,0.014132944,llama3,28.50106903
resnet18,0.014208245,resnet18,0.014141606,qwen2.5,10.37486287
resnet18,0.014615135,resnet18,0.014526251,glm4,24.9879134
resnet18,0.013795704,resnet50,0.019416952,llama3,26.42230722
resnet18,0.014241984,resnet50,0.019820652,qwen2.5,12.3191123
resnet18,0.01430837,resnet50,0.020154163,glm4,24.62478532
resnet18,0.013748936,resnet152,0.037379492,llama3,32.20410137
resnet18,0.01393717,resnet152,0.037427225,qwen2.5,21.52283308
resnet18,0.013648207,resnet152,0.037835986,glm4,30.75901604
resnet18,0.012827889,vgg11,0.011190875,llama3,42.32683003
resnet18,0.013697373,vgg11,0.011800472,qwen2.5,23.11365518
resnet18,0.013248941,vgg11,0.011078888,glm4,31.8643671
resnet18,0.013664595,vgg16,0.01233823,llama3,38.45643008
resnet18,0.01318262,vgg16,0.011664,qwen2.5,30.21349406
resnet18,0.01301671,vgg16,0.011678766,glm4,37.86034179
resnet18,0.013539082,vgg19,0.012943262,llama3,42.84299439
resnet18,0.013018005,vgg19,0.012500889,qwen2.5,31.6067739
resnet18,0.013453901,vgg19,0.012676124,glm4,38.62806702
resnet18,0.013651169,densenet121,0.034074898,llama3,24.89448551
resnet18,0.013596772,densenet121,0.034044117,qwen2.5,10.57909287
resnet18,0.012929751,densenet121,0.031584541,glm4,22.9144007
resnet18,0.013857006,densenet169,0.042820328,llama3,25.13656347
resnet18,0.012882733,densenet169,0.039762036,qwen2.5,11.4422178
resnet18,0.013850283,densenet169,0.042507503,glm4,25.09032021
resnet18,0.013617425,densenet201,0.048081308,llama3,25.02737709
resnet18,0.013061579,densenet201,0.04566318,qwen2.5,18.44860265
resnet18,0.013536538,densenet201,0.046814532,glm4,23.24963028
resnet50,0.019448226,resnet50,0.019462233,llama3,34.00306587
resnet50,0.019238523,resnet50,0.019208998,qwen2.5,18.42341061
resnet50,0.019724371,resnet50,0.019655436,glm4,25.71796438
resnet50,0.019152816,resnet152,0.036382119,llama3,29.94651041
resnet50,0.018347152,resnet152,0.035531482,qwen2.5,20.26796378
resnet50,0.018973158,resnet152,0.036938645,glm4,28.95288932
resnet50,0.018802529,vgg11,0.011415861,llama3,37.53452539
resnet50,0.018239601,vgg11,0.010897652,qwen2.5,26.00106144
resnet50,0.017715729,vgg11,0.011236053,glm4,34.30468073
resnet50,0.018834848,vgg16,0.011274809,llama3,41.63951914
resnet50,0.019234628,vgg16,0.011343224,qwen2.5,31.90322652
resnet50,0.019233349,vgg16,0.011503215,glm4,43.95865172
resnet50,0.019667163,vgg19,0.012850823,llama3,52.07147225
resnet50,0.020029357,vgg19,0.012749397,qwen2.5,35.29110875
resnet50,0.019550953,vgg19,0.013216436,glm4,37.29775858
resnet50,0.018700891,densenet121,0.03158867,llama3,26.51336305
resnet50,0.018920188,densenet121,0.031906949,qwen2.5,12.38820038
resnet50,0.018807577,densenet121,0.031805582,glm4,24.16779545
resnet50,0.018706743,densenet169,0.04353459,llama3,23.97937022
resnet50,0.018197283,densenet169,0.040710939,qwen2.5,18.48679323
resnet50,0.018668387,densenet169,0.044578843,glm4,23.68560839
resnet50,0.019314305,densenet201,0.047031476,llama3,29.99173073
resnet50,0.018994032,densenet201,0.04772745,qwen2.5,10.17539992
resnet50,0.018166622,densenet201,0.04636147,glm4,24.65275053
resnet152,0.036615566,resnet152,0.03558024,llama3,35.40399418
resnet152,0.037978435,resnet152,0.037609037,qwen2.5,22.5304603
resnet152,0.03788679,resnet152,0.037187954,glm4,30.58638616
resnet152,0.040373727,vgg11,0.011078031,llama3,41.07322836
resnet152,0.038475347,vgg11,0.011109876,qwen2.5,23.90342167
resnet152,0.040406333,vgg11,0.010976226,glm4,35.12855749
resnet152,0.047617631,vgg16,0.011463239,llama3,46.28737354
resnet152,0.049288577,vgg16,0.011480811,qwen2.5,30.61331209
resnet152,0.046527328,vgg16,0.011523521,glm4,43.62458855
resnet152,0.049971498,vgg19,0.012258581,llama3,59.43848197
resnet152,0.051439492,vgg19,0.012455869,qwen2.5,35.1082067
resnet152,0.050338962,vgg19,0.012555977,glm4,45.00519896
resnet152,0.03503647,densenet121,0.031177125,llama3,29.12728639
resnet152,0.034435771,densenet121,0.030719692,qwen2.5,13.23674275
resnet152,0.034924039,densenet121,0.030857678,glm4,26.18928463
resnet152,0.034724599,densenet169,0.040823276,llama3,32.21046247
resnet152,0.033826539,densenet169,0.040602013,qwen2.5,11.45282263
resnet152,0.033888738,densenet169,0.040422135,glm4,29.94285472
resnet152,0.034979657,densenet201,0.046260503,llama3,32.84325109
resnet152,0.036220627,densenet201,0.047881836,qwen2.5,21.29803723
resnet152,0.035384935,densenet201,0.046283779,glm4,28.89121079
vgg11,0.010632422,vgg11,0.010322642,llama3,43.6689688
vgg11,0.010790566,vgg11,0.010805039,qwen2.5,34.02529006
vgg11,0.010798386,vgg11,0.010824628,glm4,44.43030912
vgg11,0.010330096,vgg16,0.012171137,llama3,60.20591148
vgg11,0.010285651,vgg16,0.012220598,qwen2.5,43.76306492
vgg11,0.01080572,vgg16,0.012111088,glm4,47.2676537
vgg11,0.010986613,vgg19,0.014283982,llama3,52.19385473
vgg11,0.010867929,vgg19,0.014764842,qwen2.5,36.84543353
vgg11,0.010412075,vgg19,0.014355165,glm4,50.41445581
vgg11,0.010861383,densenet121,0.03304201,llama3,32.72106504
vgg11,0.010267559,densenet121,0.032294142,qwen2.5,23.16003576
vgg11,0.010798322,densenet121,0.032176188,glm4,32.96022453
vgg11,0.01004095,densenet169,0.041690033,llama3,29.56194468
vgg11,0.01025403,densenet169,0.043060577,qwen2.5,23.61252839
vgg11,0.011269394,densenet169,0.040956278,glm4,31.55880508
vgg11,0.010987027,densenet201,0.047929348,llama3,34.3087286
vgg11,0.010839514,densenet201,0.053012,qwen2.5,24.20140658
vgg11,0.010818526,densenet201,0.051738438,glm4,35.4068059
vgg16,0.012880644,vgg16,0.012821739,llama3,80.4946903
vgg16,0.012903448,vgg16,0.012878372,qwen2.5,44.75175744
vgg16,0.012682659,vgg16,0.012649645,glm4,51.12264633
vgg16,0.012986356,vgg19,0.015312207,llama3,60.44405444
vgg16,0.013073691,vgg19,0.015350935,qwen2.5,44.68367783
vgg16,0.012869122,vgg19,0.01504163,glm4,57.99200312
vgg16,0.011335026,densenet121,0.038476924,llama3,48.03209519
vgg16,0.011422822,densenet121,0.037449796,qwen2.5,26.14654783
vgg16,0.010818564,densenet121,0.034881516,glm4,35.88260021
vgg16,0.011342948,densenet169,0.048422877,llama3,41.42556638
vgg16,0.011378138,densenet169,0.048958424,qwen2.5,25.12128775
vgg16,0.011183473,densenet169,0.048564983,glm4,36.49265981
vgg16,0.011276459,densenet201,0.059665539,llama3,45.12478924
vgg16,0.011500494,densenet201,0.058536607,qwen2.5,23.92326168
vgg16,0.010645855,densenet201,0.059164651,glm4,38.27996516
vgg19,0.015210995,vgg19,0.015222239,llama3,72.93521833
vgg19,0.015433034,vgg19,0.015394396,qwen2.5,40.60925919
vgg19,0.015160705,vgg19,0.015120129,glm4,56.58531109
vgg19,0.011754288,densenet121,0.036290782,llama3,39.93184388
vgg19,0.01177876,densenet121,0.038026238,qwen2.5,31.72302012
vgg19,0.011969319,densenet121,0.036697232,glm4,43.74307954
vgg19,0.012028748,densenet169,0.051906149,llama3,36.42169051
vgg19,0.012193515,densenet169,0.054000399,qwen2.5,29.92162494
vgg19,0.011852863,densenet169,0.048578823,glm4,39.21917063
vgg19,0.011717118,densenet201,0.059035923,llama3,45.06389588
vgg19,0.012040239,densenet201,0.065077654,qwen2.5,29.76029885
vgg19,0.011879884,densenet201,0.061363341,glm4,36.63398118
densenet121,0.030487163,densenet121,0.030359445,llama3,24.83900063
densenet121,0.030644269,densenet121,0.030510698,qwen2.5,10.16759386
densenet121,0.029194757,densenet121,0.029191323,glm4,20.82399753
densenet121,0.030287428,densenet169,0.038093086,llama3,26.06782825
densenet121,0.030200073,densenet169,0.038972874,qwen2.5,10.64746329
densenet121,0.031683614,densenet169,0.039774328,glm4,22.86466178
densenet121,0.03080007,densenet201,0.045549059,llama3,25.4765264
densenet121,0.030429445,densenet201,0.044421091,qwen2.5,10.86949462
densenet121,0.029375119,densenet201,0.044030996,glm4,22.75319165
densenet169,0.03924316,densenet169,0.038930198,llama3,23.58002734
densenet169,0.039003393,densenet169,0.040359548,qwen2.5,10.09286747
densenet169,0.040298013,densenet169,0.039739547,glm4,22.86018889
densenet169,0.038664942,densenet201,0.045559705,llama3,22.45000783
densenet169,0.040393574,densenet201,0.044972026,qwen2.5,10.72887315
densenet169,0.040277569,densenet201,0.045247578,glm4,23.07251197
densenet201,0.043609916,densenet201,0.043437708,llama3,23.07494077
densenet201,0.044687619,densenet201,0.045389571,qwen2.5,11.44826724